idx,intercept,x1,x2,x3,x4,x5,z,pr,outcome,period
0,1,-0.22053724023089677,0.5488227727822425,0.7821628151559021,1.9562735736442511,1.3388177304456192,4.298852236501204,0.013402085622909246,0,0
1,1,0.13394520871963558,3.4441840500888112,-0.0211051427695447,0.7271226275459525,2.3337901233089635,6.511249451597903,0.0014844143393822691,0,0
2,1,1.4227416602617442,-3.4954953417311403,0.36412931483480426,-0.4490490230475549,-3.279134267169858,-5.54349507214792,0.9961024232466158,1,0
3,1,1.8498845084009474,0.27085649704166165,-0.8908798346122162,3.0024514469534345,1.8998362951729573,6.02546149766087,0.0024106110427567083,0,0
4,1,0.8524580816652381,-0.09190948797015809,-1.160644491285782,2.6246483339650055,-0.43647734002792093,1.6813876810504678,0.1569118044666002,0,0
5,1,3.950631180537872,-0.0041110980930613855,2.960723967950225,0.05958757236863277,0.7349827438974017,7.595126951365155,0.0005026433319135922,0,0
6,1,-2.3626125140354657,-1.9638857848321465,0.48914052604749975,0.9971348809848417,-3.0775387803725702,-6.024449087503756,0.9975869530864031,1,0
7,1,-0.3489748259405073,-2.3247009697845114,2.546639558572902,-0.8651835838862946,2.064174770744623,0.9652675344102974,0.27582478723674736,0,0
8,1,-1.6817871749560347,1.1960171499717143,2.235823152791081,-0.4013995101147777,0.12522286028495752,1.3671890626810257,0.20307437529259814,0,0
9,1,-0.14810828905857182,0.5395444153628929,-1.0598070305679765,2.236279993460481,0.9741329121862518,2.435354586087162,0.08051615803177987,0,0
10,1,-1.6966457220016986,4.277866254753096,-1.2437549478051002,-1.4337201311076604,2.014015933755372,1.8110739722980942,0.1405083765581077,0,0
11,1,1.3313254168768591,2.284801843020461,1.5809118116384795,-0.012476261303278335,1.0446470209379857,6.122522415874593,0.0021881191659941855,0,0
12,1,3.1593817392219936,0.8427954060226847,-0.7364173639074516,0.9910278510211764,-0.661953629292587,3.4881465877699007,0.02965138442681833,0,0
13,1,0.3911831030426654,0.15260403208593962,0.7355608221010609,-0.48269790920971334,0.5702054249628096,1.2601680576868473,0.22094496338189365,0,0
14,1,1.2732497992085843,0.5343243782853117,-1.6277098442381874,0.39257157694585554,-0.3914023340424653,0.07434616086318435,0.48142201625006326,0,0
15,1,-0.40275662470836576,-0.5312294268151753,1.5722525839966626,-1.3101359556555714,-0.4995181372811898,-1.2780749757595546,0.7821219165449395,1,0
16,1,-0.25244099807751863,-2.553620513362955,-1.846518488920645,2.3432735924756796,1.0554919340509323,-1.3605018891304215,0.7958412557416333,1,0
17,1,0.6332297967142112,1.664810673923179,-1.0259590679254622,0.04008355922279887,-0.956443487573993,0.249034059064819,0.4380612643616762,0,0
18,1,-1.8797361178981207,1.0302615447935817,0.39194397379202256,1.6662334891246315,0.7350414178482997,1.8370568923645003,0.13739974068296162,0,0
19,1,0.17348659440110578,1.5042729151023266,-2.7341324257261195,-1.838714833389501,-0.1408128286745956,-3.1425879935826986,0.9586156726580326,1,0
20,1,-0.7910118324938609,-1.9210277987076692,0.7958325335872003,-3.3289721922629223,0.7108805742903365,-4.640986130882831,0.9904440192408155,1,0
21,1,1.8218838252368703,-2.3518007452313405,0.8215929548792493,0.8930625096787893,-1.3626435359744191,-0.2845924067067651,0.5706717521723569,1,0
22,1,-0.4281594936952434,3.5323300601711893,-2.4585196964903617,-0.05184070386528181,-0.3575916797035041,0.1295310711208837,0.46766243369261146,0,0
23,1,-1.2108895565145268,0.3227056171263231,-1.0092408544679543,-2.056976099867842,1.3051040931036217,-2.7559842159162935,0.9402504274929184,1,0
24,1,0.7817976317991268,0.6015895481473857,-0.7161647170314519,0.09499072702867196,-1.1417334896954998,-0.4862077150476818,0.6192126608985843,1,0
25,1,2.3279040400824185,0.7399147546690128,-0.275529364688816,-0.3114053887057065,0.33773870319300486,2.7119353292539996,0.06227274233796141,0,0
26,1,-0.8680319372247078,-1.4943339958342605,0.6906936956396121,-1.309628596601183,5.381211724423211,2.293223475106757,0.09168574706670166,0,0
27,1,2.1463132936164104,-1.4827286284346435,1.7784639196554812,-2.239269912774693,-1.4150367175684022,-1.3189454608017617,0.7890062051768353,1,0
28,1,-0.6974647448013909,0.3313283622709093,1.9160867344801729,0.14494302945882911,0.9674695030656463,2.5556754691782526,0.07204612632410165,0,0
29,1,-3.1074869864046515,1.406610477411161,3.8117076127334233,1.9873340291817287,-0.14585781920911875,3.8456198984166274,0.02092589599511439,0,0
30,1,0.07893618178651492,1.7119975875948088,4.215585751420942,0.15378914258959966,-0.7456594027821135,5.307961845313837,0.004927607839976558,0,0
31,1,0.32669838431487497,-0.7736986516945592,0.758215007735997,3.0344789986695373,-1.143807794454507,2.095198529275428,0.10956437538425398,0,0
32,1,-0.4444292782572352,1.27747739314814,-3.36576183631342,2.1189400216131284,-2.120755825218957,-2.6412169403242585,0.9334675834231675,1,0
33,1,-0.05731186535181,-0.5902870774750472,-0.7497423402386423,-0.6604168096326305,-1.2215146207764063,-3.385960128770451,0.9672628616802567,1,0
34,1,-1.9782770840239128,0.9736043347753238,-0.3021739781475998,4.3893968409366755,0.3045829933160068,3.280445691560579,0.03624814327112632,0,0
35,1,1.1083142391070124,-1.7523218563246996,0.06378791646073738,1.3619818401340187,-0.14376657944127577,0.5313081446398784,0.3702118357778877,0,0
36,1,2.606130167277636,0.6683931395316168,-3.546915972469666,-0.01786533969402165,1.9836440279081144,1.5866986072577653,0.16984888686919497,0,0
37,1,-0.3244526552718465,1.990893926076144,0.13391909094758903,1.2895715648133306,0.6755984077357308,3.658842919005033,0.02511527714141476,0,0
38,1,0.3416679480035317,-1.1426765767600473,1.144699834431456,1.207642743301605,0.6447117032460654,2.089358236926696,0.11013545502608853,0,0
39,1,2.0532734096050356,0.21631836243144895,1.7623309691499653,2.4414250992221467,-2.0227780630331513,4.343882362079531,0.012819539090182895,0,0
40,1,-1.5704635427863491,1.4561508821512708,-0.290273337289736,-4.233718188102644,-2.091475843059427,-6.836467444382801,0.9989272617190502,1,0
41,1,-1.698427300006956,-0.5701915613795012,0.37124125237406896,1.0131278771790377,1.884713854192282,0.8937767070630167,0.2903310629805018,0,0
42,1,-0.03023545673627326,0.7489110522677889,-1.6232207632196964,-0.35858796377393753,0.5396106582573011,-0.830209888500732,0.6963993078145252,1,0
43,1,2.912092236988408,1.1646337106468447,0.08417433696034617,-1.9581380830548434,1.3805678780617545,3.4766426643065946,0.02998417438937703,0,0
44,1,-0.9005334967506597,0.9133263582035323,0.13620124518046653,0.8052099329944304,-0.9317192243776504,-0.0842026000457956,0.5210382212611663,1,0
45,1,1.894316739888024,-1.4590852059440367,-0.1609344479392389,-0.13255784661132203,3.683691777919656,3.7187436020171676,0.02368961927416535,0,0
46,1,-1.1666506633874798,0.5899116849757761,-0.18822813181613088,1.6773637889852484,-1.2230788893919204,-0.4173696259304214,0.6028536534395351,1,0
47,1,-1.2989180365603181,-3.25796577702841,0.6532971353394982,-1.8881370984457373,-2.551430716325966,-8.449841908316847,0.9997861115241496,1,0
48,1,0.1748855018282841,0.9025306699413211,0.7204582876247269,1.4157310158564285,-0.18768780664931745,2.9192302533055283,0.051211088846888894,0,0
49,1,-0.8374439118491226,-1.2685047520069583,-1.6790104937741754,-2.5197552093104814,-1.4527866187497849,-7.864188400986438,0.9996158865430594,1,0
50,1,3.112230362653521,-1.461375830177487,9.055877643615124,-0.6044587809182873,2.3544485576858483,12.350034537562804,4.329584984162657e-06,0,0
51,1,1.569142525897986,1.0554647374207633,-2.2986502897912287,1.435890933361004,1.9901026209556938,3.645263112548304,0.025449924860303022,0,0
52,1,2.7104343284748627,-3.3292284953950597,-3.7662065852514957,0.6968094552644583,0.03252124553840893,-3.7623574666647404,0.97729841870454,1,0
53,1,-0.5445705904298186,-1.4550472952135682,1.8387456388800498,-0.5417780725600817,1.0606665047539416,0.2513287701346083,0.43749647056260416,0,0
54,1,-0.500558583217342,-0.39441118525984525,2.84903390152435,2.6037347118513625,0.26213230715586233,4.713243736758472,0.008895770756226632,0,0
55,1,2.1849609447179885,-3.253213009929261,2.329773420615126,-1.613235065586444,-3.0034418760819883,-3.461843001560494,0.9695823683393531,1,0
56,1,-1.0829956191805077,1.3431686222630845,0.19662866583270794,-0.36882146796167087,1.5906361936543283,1.5719289793120275,0.17194157433105076,0,0
57,1,0.5968941395538879,-0.8115003471666988,0.6895178677532414,0.30173523414438136,-0.5904478986825965,0.07951158030630046,0.4801325707959852,0,0
