idx,intercept,x1,x2,x3,x4,x5,z,pr,outcome,period
0,1,0.4019371217692013,1.3312407728188982,-1.2213087754908163,-1.6661095972860906,-1.0328460388456049,2.1317421296457217,0.028368022984336175,0,0
1,1,-1.8876469254471329,-1.129378060176022,-1.522132326135009,-4.981025724933551,0.8815460102471604,-22.687403983766373,0.9999999909020564,0,0
2,1,-3.098703495834904,-2.6208588686242367,1.1772387303100114,-0.6176839292630498,2.566466704902449,-5.0771335217031135,3.123529447380688e-05,1,0
3,1,-1.54328569728682,2.459515250926319,-2.411244786250157,1.8718001194434482,-4.7159913059105385,7.094969500653902,0.9881901523084331,0,0
4,1,0.9451641097983748,-1.6397530399693103,-0.11308524504969435,2.8790449505233973,-0.07427952154875134,-2.2141077868895116,0.9999999903958358,0,0
5,1,-0.3630811100756553,-1.0021775061733698,-2.3436166931745084,2.0753645988931164,1.6808812082979552,-39.50041781829317,0.9948118523097662,0,0
6,1,-1.2603182433711768,2.1986920953227584,1.3475568784234295,-2.8044815077292724,-0.6893391106690676,0.7226334461252709,0.98147062897517,1,0
7,1,-1.2586044803619083,-1.1784278859823938,3.3003450233714005,-1.5146926578434745,-1.7430542992255127,-11.235914339441743,0.2894752445609626,0,0
8,1,-1.4680701618697196,1.8178885115121048,-0.1255231905481247,0.1377286418812863,-0.6085639584290775,-51.89741208294217,0.31477849276711617,0,0
9,1,-2.585291005023506,-0.6705216234746766,1.5815704367184418,-0.2181478773924524,-0.7273644185564817,-24.274686976123718,0.6048197309368386,0,0
10,1,-0.990144967691718,-0.027050083637340783,3.1967808547389316,-1.4483004576879703,-0.053162814241861416,-7.329930428824889,0.9999999663275968,0,0
11,1,-0.3801683215421008,-0.92037805508236,-1.6643674085384257,-3.1497267890612823,2.7189741434434858,-12.455793516792069,0.0021510812886574933,0,0
12,1,-1.7749909521150038,-0.571413660156701,1.3699549732474778,3.3007553243552934,1.5939673139291772,2.2168000764897835,0.9401243006825788,0,0
13,1,-1.6430053105052704,0.7165277250063153,-1.0874663384970509,-0.5342651988960562,3.5048538056960665,-13.347182524966097,0.9999999999999978,0,0
14,1,-1.644943743530271,0.4789514414864918,-1.4744803508253241,1.0588165298092849,-1.473575804327247,2.8709174943303246,0.08082939822334408,0,0
15,1,0.13515744038210145,0.749057638280645,2.1619795046495183,0.7358653129370183,0.09918213213290747,-17.686636200085246,0.9999970739795648,1,0
16,1,-1.08943618782026,0.5440257265109544,-2.0012409293514217,0.5043743378321217,0.011243690312744943,-1.4102850586096791,0.9994652986074934,1,0
17,1,1.6155257121818107,0.2873587226591183,0.3796719699231209,0.6057217439104313,-0.2668582879507685,9.820377270476925,1.0,0,0
18,1,-2.552846132526273,-1.2165039555931778,-2.9243098292571306,-4.274233470149583,0.4120386172336901,2.1618718776072976,0.9141976747211104,0,0
19,1,-0.4531676483861166,2.0327366065689905,-0.0968887296695593,-0.7440393830030009,1.0525058809258263,1.2905778764721163,0.9999884632488848,1,0
20,1,-4.40300776456451,0.2099105358051232,0.9312616168796491,1.1707876476883359,0.4447276766579979,-1.6449154061313191,0.9999999845917462,1,0
21,1,-2.0998353731995096,-0.7338914927909812,-0.05701334002005051,-2.2344519171446593,1.7272249057807376,-20.407157504406058,0.9999982714620042,1,0
22,1,-0.6937466620842324,0.013517501881152569,-0.5075277620082674,1.6081720173624032,-0.0028601824542929693,-8.2821212601657,0.9999999995326444,0,0
23,1,-0.9806349665708312,-0.7262626303941668,0.16908732440934876,-0.5828502554936925,1.202482798476859,0.18276761033112265,0.002599816541459129,1,0
24,1,-0.7456744734473675,-0.3159137192697802,-3.974857914916096,2.6418151402974277,-0.8923798949846059,-2.2439692499179267,0.9999953884131724,1,0
25,1,1.4165851034312933,2.2674146794880965,-0.2618682348016536,-0.2215012018931208,0.7013789710678975,-8.626294197998087,0.4435200069171613,0,0
